"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"95","100","""random""","1","0.05","20","99","90","9"
"93","100","""random""","1","0.05","18","96","90","6"
"95","100","""random""","1","0.05","21","99","90","9"
"94","100","""random""","1","0.05","7","67","62","5"
"95","100","""random""","1","0.05","22","99","90","9"
"93","100","""random""","1","0.05","19","96","90","6"
"95","100","""random""","1","0.05","23","99","90","9"
"95","100","""random""","1","0.05","24","99","90","9"
"93","100","""random""","1","0.05","20","96","90","6"
"94","100","""random""","1","0.05","8","75","70","5"
"93","100","""random""","1","0.05","21","96","90","6"
"93","100","""random""","1","0.05","22","96","90","6"
"94","100","""random""","1","0.05","9","82","76","6"
"93","100","""random""","1","0.05","23","96","90","6"
"95","100","""random""","1","0.05","25","99","90","9"
"93","100","""random""","1","0.05","24","96","90","6"
"94","100","""random""","1","0.05","10","86","80","6"
"95","100","""random""","1","0.05","26","99","90","9"
"93","100","""random""","1","0.05","25","96","90","6"
"94","100","""random""","1","0.05","11","93","86","7"
"95","100","""random""","1","0.05","27","99","90","9"
"93","100","""random""","1","0.05","26","96","90","6"
"94","100","""random""","1","0.05","12","94","87","7"
"95","100","""random""","1","0.05","28","99","90","9"
"93","100","""random""","1","0.05","27","96","90","6"
"94","100","""random""","1","0.05","13","95","88","7"
"93","100","""random""","1","0.05","28","97","90","7"
"95","100","""random""","1","0.05","29","100","90","10"
"93","100","""random""","1","0.05","29","98","90","8"
"94","100","""random""","1","0.05","14","95","88","7"
"94","100","""random""","1","0.05","15","96","88","8"
"93","100","""random""","1","0.05","30","98","90","8"
"94","100","""random""","1","0.05","16","98","90","8"
"93","100","""random""","1","0.05","31","98","90","8"
"94","100","""random""","1","0.05","17","98","90","8"
"93","100","""random""","1","0.05","32","98","90","8"
"94","100","""random""","1","0.05","18","98","90","8"
"93","100","""random""","1","0.05","33","98","90","8"
"94","100","""random""","1","0.05","19","98","90","8"
"93","100","""random""","1","0.05","34","98","90","8"
"94","100","""random""","1","0.05","20","98","90","8"
"93","100","""random""","1","0.05","35","99","90","9"
"94","100","""random""","1","0.05","21","98","90","8"
"93","100","""random""","1","0.05","36","100","90","10"
"94","100","""random""","1","0.05","22","98","90","8"
"94","100","""random""","1","0.05","23","98","90","8"
"94","100","""random""","1","0.05","24","98","90","8"
"94","100","""random""","1","0.05","25","98","90","8"
"94","100","""random""","1","0.05","26","98","90","8"
"94","100","""random""","1","0.05","27","98","90","8"
"94","100","""random""","1","0.05","28","98","90","8"
"94","100","""random""","1","0.05","29","98","90","8"
"94","100","""random""","1","0.05","30","98","90","8"
"94","100","""random""","1","0.05","31","98","90","8"
"94","100","""random""","1","0.05","32","98","90","8"
"94","100","""random""","1","0.05","33","98","90","8"
"94","100","""random""","1","0.05","34","98","90","8"
"94","100","""random""","1","0.05","35","98","90","8"
"94","100","""random""","1","0.05","36","98","90","8"
"94","100","""random""","1","0.05","37","99","90","9"
"94","100","""random""","1","0.05","38","99","90","9"
"94","100","""random""","1","0.05","39","99","90","9"
"94","100","""random""","1","0.05","40","99","90","9"
"94","100","""random""","1","0.05","41","99","90","9"
"94","100","""random""","1","0.05","42","99","90","9"
"94","100","""random""","1","0.05","43","99","90","9"
"94","100","""random""","1","0.05","44","99","90","9"
"94","100","""random""","1","0.05","45","99","90","9"
"94","100","""random""","1","0.05","46","99","90","9"
"94","100","""random""","1","0.05","47","99","90","9"
"94","100","""random""","1","0.05","48","99","90","9"
"94","100","""random""","1","0.05","49","99","90","9"
"94","100","""random""","1","0.05","50","99","90","9"
"94","100","""random""","1","0.05","51","99","90","9"
"94","100","""random""","1","0.05","52","99","90","9"
"94","100","""random""","1","0.05","53","99","90","9"
"94","100","""random""","1","0.05","54","99","90","9"
"94","100","""random""","1","0.05","55","99","90","9"
"94","100","""random""","1","0.05","56","99","90","9"
"94","100","""random""","1","0.05","57","99","90","9"
"94","100","""random""","1","0.05","58","99","90","9"
"94","100","""random""","1","0.05","59","99","90","9"
"94","100","""random""","1","0.05","60","99","90","9"
"99","100","""random""","1","0.05","0","0","0","0"
"94","100","""random""","1","0.05","61","99","90","9"
"94","100","""random""","1","0.05","62","99","90","9"
"94","100","""random""","1","0.05","63","99","90","9"
"94","100","""random""","1","0.05","64","99","90","9"
"94","100","""random""","1","0.05","65","99","90","9"
"94","100","""random""","1","0.05","66","99","90","9"
"99","100","""random""","1","0.05","1","2","2","0"
"94","100","""random""","1","0.05","67","99","90","9"
"94","100","""random""","1","0.05","68","99","90","9"
"94","100","""random""","1","0.05","69","99","90","9"
"94","100","""random""","1","0.05","70","99","90","9"
"94","100","""random""","1","0.05","71","99","90","9"
"94","100","""random""","1","0.05","72","99","90","9"
"94","100","""random""","1","0.05","73","99","90","9"
"94","100","""random""","1","0.05","74","99","90","9"
"94","100","""random""","1","0.05","75","99","90","9"
"94","100","""random""","1","0.05","76","99","90","9"
"94","100","""random""","1","0.05","77","99","90","9"
"94","100","""random""","1","0.05","78","99","90","9"
"94","100","""random""","1","0.05","79","99","90","9"
"94","100","""random""","1","0.05","80","99","90","9"
"94","100","""random""","1","0.05","81","99","90","9"
"94","100","""random""","1","0.05","82","99","90","9"
"94","100","""random""","1","0.05","83","99","90","9"
"94","100","""random""","1","0.05","84","99","90","9"
"94","100","""random""","1","0.05","85","99","90","9"
"94","100","""random""","1","0.05","86","99","90","9"
"94","100","""random""","1","0.05","87","99","90","9"
"94","100","""random""","1","0.05","88","99","90","9"
"94","100","""random""","1","0.05","89","99","90","9"
"94","100","""random""","1","0.05","90","99","90","9"
"94","100","""random""","1","0.05","91","99","90","9"
"94","100","""random""","1","0.05","92","99","90","9"
"97","100","""random""","1","0.05","0","0","0","0"
"94","100","""random""","1","0.05","93","99","90","9"
"94","100","""random""","1","0.05","94","99","90","9"
"94","100","""random""","1","0.05","95","100","90","10"
"98","100","""random""","1","0.05","0","0","0","0"
"97","100","""random""","1","0.05","1","4","4","0"
"98","100","""random""","1","0.05","1","9","7","2"
"99","100","""random""","1","0.05","2","5","5","0"
"97","100","""random""","1","0.05","2","21","20","1"
"98","100","""random""","1","0.05","2","22","20","2"
"97","100","""random""","1","0.05","3","40","34","6"
"97","100","""random""","1","0.05","4","62","54","8"
"98","100","""random""","1","0.05","3","32","29","3"
"97","100","""random""","1","0.05","5","78","69","9"
"97","100","""random""","1","0.05","6","85","76","9"
"98","100","""random""","1","0.05","4","45","42","3"
"97","100","""random""","1","0.05","7","89","79","10"
"97","100","""random""","1","0.05","8","93","83","10"
"97","100","""random""","1","0.05","9","94","84","10"
"98","100","""random""","1","0.05","5","51","48","3"
"97","100","""random""","1","0.05","10","96","86","10"
"97","100","""random""","1","0.05","11","98","88","10"
"97","100","""random""","1","0.05","12","99","89","10"
"97","100","""random""","1","0.05","13","99","89","10"
"98","100","""random""","1","0.05","6","59","56","3"
"97","100","""random""","1","0.05","14","99","89","10"
"97","100","""random""","1","0.05","15","99","89","10"
"97","100","""random""","1","0.05","16","99","89","10"
"97","100","""random""","1","0.05","17","99","89","10"
"97","100","""random""","1","0.05","18","100","90","10"
"98","100","""random""","1","0.05","7","65","62","3"
"98","100","""random""","1","0.05","8","74","71","3"
"99","100","""random""","1","0.05","3","22","20","2"
"98","100","""random""","1","0.05","9","81","78","3"
"98","100","""random""","1","0.05","10","83","80","3"
"99","100","""random""","1","0.05","4","39","36","3"
"98","100","""random""","1","0.05","11","88","83","5"
"98","100","""random""","1","0.05","12","90","85","5"
"98","100","""random""","1","0.05","13","90","85","5"
"99","100","""random""","1","0.05","5","55","51","4"
"98","100","""random""","1","0.05","14","91","86","5"
"100","100","""random""","1","0.05","0","0","0","0"
"98","100","""random""","1","0.05","15","92","87","5"
"98","100","""random""","1","0.05","16","93","87","6"
"99","100","""random""","1","0.05","6","64","60","4"
"98","100","""random""","1","0.05","17","94","88","6"
"100","100","""random""","1","0.05","1","12","12","0"
"98","100","""random""","1","0.05","18","95","88","7"
"98","100","""random""","1","0.05","19","96","89","7"
"99","100","""random""","1","0.05","7","78","74","4"
"98","100","""random""","1","0.05","20","97","89","8"
"99","100","""random""","1","0.05","8","82","78","4"
"98","100","""random""","1","0.05","21","99","89","10"
"99","100","""random""","1","0.05","9","89","83","6"
"100","100","""random""","1","0.05","2","22","21","1"
"98","100","""random""","1","0.05","22","99","89","10"
"99","100","""random""","1","0.05","10","90","84","6"
"98","100","""random""","1","0.05","23","99","89","10"
"99","100","""random""","1","0.05","11","92","86","6"
"98","100","""random""","1","0.05","24","99","89","10"
"98","100","""random""","1","0.05","25","99","89","10"
"99","100","""random""","1","0.05","12","94","88","6"
"99","100","""random""","1","0.05","13","95","89","6"
"99","100","""random""","1","0.05","14","95","89","6"
"100","100","""random""","1","0.05","3","35","33","2"
"99","100","""random""","1","0.05","15","95","89","6"
"99","100","""random""","1","0.05","16","95","89","6"
"99","100","""random""","1","0.05","17","95","89","6"
"99","100","""random""","1","0.05","18","95","89","6"
"98","100","""random""","1","0.05","26","99","89","10"
"99","100","""random""","1","0.05","19","96","90","6"
"98","100","""random""","1","0.05","27","100","90","10"
"99","100","""random""","1","0.05","20","96","90","6"
"100","100","""random""","1","0.05","4","48","46","2"
"99","100","""random""","1","0.05","21","97","90","7"
"99","100","""random""","1","0.05","22","97","90","7"
"99","100","""random""","1","0.05","23","97","90","7"
"99","100","""random""","1","0.05","24","97","90","7"
"99","100","""random""","1","0.05","25","99","90","9"
"100","100","""random""","1","0.05","5","56","54","2"
"99","100","""random""","1","0.05","26","99","90","9"
"99","100","""random""","1","0.05","27","99","90","9"
"99","100","""random""","1","0.05","28","99","90","9"
"99","100","""random""","1","0.05","29","99","90","9"
"99","100","""random""","1","0.05","30","99","90","9"
"99","100","""random""","1","0.05","31","99","90","9"
"99","100","""random""","1","0.05","32","99","90","9"
"99","100","""random""","1","0.05","33","99","90","9"
"99","100","""random""","1","0.05","34","99","90","9"
"99","100","""random""","1","0.05","35","99","90","9"
"99","100","""random""","1","0.05","36","99","90","9"
"99","100","""random""","1","0.05","37","99","90","9"
"99","100","""random""","1","0.05","38","99","90","9"
"100","100","""random""","1","0.05","6","70","68","2"
"99","100","""random""","1","0.05","39","99","90","9"
"99","100","""random""","1","0.05","40","99","90","9"
"99","100","""random""","1","0.05","41","99","90","9"
"100","100","""random""","1","0.05","7","82","78","4"
"99","100","""random""","1","0.05","42","99","90","9"
"99","100","""random""","1","0.05","43","99","90","9"
"99","100","""random""","1","0.05","44","99","90","9"
"99","100","""random""","1","0.05","45","99","90","9"
"99","100","""random""","1","0.05","46","99","90","9"
"99","100","""random""","1","0.05","47","99","90","9"
"99","100","""random""","1","0.05","48","99","90","9"
"99","100","""random""","1","0.05","49","99","90","9"
"99","100","""random""","1","0.05","50","99","90","9"
"99","100","""random""","1","0.05","51","99","90","9"
"99","100","""random""","1","0.05","52","99","90","9"
"99","100","""random""","1","0.05","53","99","90","9"
"99","100","""random""","1","0.05","54","99","90","9"
"99","100","""random""","1","0.05","55","99","90","9"
"99","100","""random""","1","0.05","56","99","90","9"
"99","100","""random""","1","0.05","57","99","90","9"
"99","100","""random""","1","0.05","58","99","90","9"
"99","100","""random""","1","0.05","59","99","90","9"
"99","100","""random""","1","0.05","60","99","90","9"
"99","100","""random""","1","0.05","61","99","90","9"
"99","100","""random""","1","0.05","62","99","90","9"
"99","100","""random""","1","0.05","63","99","90","9"
"99","100","""random""","1","0.05","64","99","90","9"
"99","100","""random""","1","0.05","65","99","90","9"
"99","100","""random""","1","0.05","66","99","90","9"
"99","100","""random""","1","0.05","67","99","90","9"
"100","100","""random""","1","0.05","8","87","83","4"
"99","100","""random""","1","0.05","68","99","90","9"
"99","100","""random""","1","0.05","69","99","90","9"
"100","100","""random""","1","0.05","9","88","84","4"
"99","100","""random""","1","0.05","70","99","90","9"
"99","100","""random""","1","0.05","71","99","90","9"
"100","100","""random""","1","0.05","10","92","87","5"
"99","100","""random""","1","0.05","72","99","90","9"
"99","100","""random""","1","0.05","73","99","90","9"
"100","100","""random""","1","0.05","11","93","88","5"
"99","100","""random""","1","0.05","74","99","90","9"
"99","100","""random""","1","0.05","75","99","90","9"
"99","100","""random""","1","0.05","76","99","90","9"
"100","100","""random""","1","0.05","12","94","88","6"
"99","100","""random""","1","0.05","77","99","90","9"
"99","100","""random""","1","0.05","78","99","90","9"
"100","100","""random""","1","0.05","13","95","89","6"
"99","100","""random""","1","0.05","79","99","90","9"
"99","100","""random""","1","0.05","80","99","90","9"
"99","100","""random""","1","0.05","81","99","90","9"
"99","100","""random""","1","0.05","82","99","90","9"
"99","100","""random""","1","0.05","83","99","90","9"
"100","100","""random""","1","0.05","14","96","90","6"
"99","100","""random""","1","0.05","84","99","90","9"
"99","100","""random""","1","0.05","85","99","90","9"
"100","100","""random""","1","0.05","15","96","90","6"
"99","100","""random""","1","0.05","86","99","90","9"
"100","100","""random""","1","0.05","16","97","90","7"
"99","100","""random""","1","0.05","87","99","90","9"
"100","100","""random""","1","0.05","17","98","90","8"
"99","100","""random""","1","0.05","88","99","90","9"
"100","100","""random""","1","0.05","18","98","90","8"
"99","100","""random""","1","0.05","89","100","90","10"
"100","100","""random""","1","0.05","19","98","90","8"
"100","100","""random""","1","0.05","20","98","90","8"
"100","100","""random""","1","0.05","21","98","90","8"
"100","100","""random""","1","0.05","22","98","90","8"
"100","100","""random""","1","0.05","23","99","90","9"
"100","100","""random""","1","0.05","24","99","90","9"
"100","100","""random""","1","0.05","25","99","90","9"
